ENSEMBL	ENTREZID	SYMBOL
ENSG00000196876	6334	SCN8A
ENSG00000198064	613037	NPIPB13
ENSG00000234350	101926913	ERICH2-DT
ENSG00000234350	137805480	GAD1-AS1
ENSG00000274442	10594	PRPF8
ENSG00000082196	114899	C1QTNF3
ENSG00000125107	23019	CNOT1
ENSG00000126012	8242	KDM5C
ENSG00000102471	54602	NDFIP2
ENSG00000125954	100529261	CHURC1-FNTB
ENSG00000172458	53342	IL17D
ENSG00000182378	55344	PLCXD1
ENSG00000186010	51079	NDUFA13
ENSG00000243897	80864	EGFL8
ENSG00000047365	116984	ARAP2
ENSG00000113048	23107	MRPS27
ENSG00000175198	5095	PCCA
ENSG00000234507	6046	BRD2
ENSG00000082014	6604	SMARCD3
ENSG00000163597	100507246	SNHG16
ENSG00000165716	138311	DIPK1B
ENSG00000165511	220979	ZNF22-AS1
ENSG00000143867	130497	OSR1
ENSG00000215126	644019	ZNG1F
ENSG00000278611	101928238	ZNF426-DT
ENSG00000196299	80862	POLR1HASP
ENSG00000232593	102723508	KANTR
ENSG00000145743	64839	FBXL17
ENSG00000115604	8809	IL18R1
ENSG00000168653	4725	NDUFS5
ENSG00000254445	100528019	HSPB2-C11orf52
ENSG00000248487	25864	ABHD14A
ENSG00000115216	29959	NRBP1
ENSG00000213676	1388	ATF6B
ENSG00000205045	100506736	SLFN12L
ENSG00000187164	57698	SHTN1
ENSG00000245293	101929595	CYP2U1-AS1
ENSG00000245293	107986298	LOC107986298
ENSG00000112984	10112	KIF20A
ENSG00000139697	55206	SBNO1
ENSG00000137818	6176	RPLP1
ENSG00000166197	9221	NOLC1
ENSG00000049860	3074	HEXB
ENSG00000114030	3836	KPNA1
ENSG00000232884	105372738	LOC105372738
ENSG00000185271	123103	KLHL33
ENSG00000245275	386627	SAP30L-AS1
ENSG00000086065	51510	CHMP5
ENSG00000164815	5001	ORC5
ENSG00000196284	8464	SUPT3H
ENSG00000163132	4487	MSX1
ENSG00000122406	6125	RPL5
ENSG00000139193	939	CD27
ENSG00000106560	26157	GIMAP2
ENSG00000108474	9487	PIGL
ENSG00000115257	54760	PCSK4
ENSG00000214756	751071	CSKMT
ENSG00000103423	9093	DNAJA3
ENSG00000187535	9742	IFT140
ENSG00000146963	51631	LUC7L2
ENSG00000114554	5361	PLXNA1
ENSG00000136104	79621	RNASEH2B
ENSG00000261008	101927957	LINC01572
ENSG00000235033	100505635	DAAM2-AS1
ENSG00000285278	109729173	TFAP2A-AS2
ENSG00000099246	22931	RAB18
ENSG00000137275	8737	RIPK1
ENSG00000162928	5194	PEX13
ENSG00000224790	122455337	HLCS-AS1
ENSG00000125851	5126	PCSK2
ENSG00000106244	11333	PDAP1
ENSG00000172201	3400	ID4
ENSG00000197150	11194	ABCB8
ENSG00000274939	414059	TBC1D3B
ENSG00000274939	101060321	TBC1D3G
ENSG00000291072	84809	CROCCP2
ENSG00000291072	124905560	LOC124905560
ENSG00000291072	124905569	LOC124905569
ENSG00000137449	132864	CPEB2
ENSG00000229656	101929475	ITGB1-DT
ENSG00000134086	7428	VHL
ENSG00000159352	5710	PSMD4
ENSG00000288596	56260	C8orf44
ENSG00000171121	27094	KCNMB3
ENSG00000035928	5981	RFC1
ENSG00000236841	101929532	LOC101929532
ENSG00000005302	10943	MSL3
ENSG00000018869	147948	ZNF582
ENSG00000107897	91452	ACBD5
ENSG00000142945	11004	KIF2C
ENSG00000166246	146562	DNAAF8
ENSG00000204681	2550	GABBR1
ENSG00000213983	8906	AP1G2
ENSG00000282986	27335	EIF3K
ENSG00000283780	9794	MAML1
ENSG00000197191	375791	CYSRT1
ENSG00000153310	51571	CYRIB
ENSG00000248098	593	BCKDHA
ENSG00000285657	728753	FAM90A19
ENSG00000290425	728233	PI4KAP1
ENSG00000135637	84865	CCDC142
ENSG00000139194	83758	RBP5
ENSG00000205138	644096	SDHAF1
ENSG00000019549	6591	SNAI2
ENSG00000167674	84717	HDGFL2
ENSG00000291177	7608	ZNF56P
ENSG00000132952	10208	USPL1
ENSG00000278742	9884	LRRC37A
ENSG00000170468	79697	RIOX1
ENSG00000131143	1327	COX4I1
ENSG00000145293	58478	ENOPH1
ENSG00000227195	284801	MIR663AHG
ENSG00000227195	124904967	LOC124904967
ENSG00000077348	56915	EXOSC5
ENSG00000275543	255027	MPV17L
ENSG00000138767	246175	CNOT6L
ENSG00000140632	84656	GLYR1
ENSG00000066117	6602	SMARCD1
ENSG00000121067	8405	SPOP
ENSG00000129595	64097	EPB41L4A
ENSG00000156030	91748	MIDEAS
ENSG00000185838	54584	GNB1L
ENSG00000228267	721	C4B
ENSG00000284523	105375421	LOC105375421
ENSG00000148734	64106	NPFFR1
ENSG00000140280	256586	LYSMD2
ENSG00000137133	84681	HINT2
ENSG00000163558	5584	PRKCI
ENSG00000178773	27132	CPNE7
ENSG00000178982	27335	EIF3K
ENSG00000204364	717	C2
ENSG00000178852	124989	EFCAB13
ENSG00000000457	57147	SCYL3
ENSG00000099338	57828	CATSPERG
ENSG00000227500	113178	SCAMP4
ENSG00000121022	10987	COPS5
ENSG00000158296	64849	SLC13A3
ENSG00000241863	79897	RPP21
ENSG00000241863	202658	TRIM39-RPP21
ENSG00000198612	10920	COPS8
ENSG00000162378	79699	ZYG11B
ENSG00000082805	23085	ERC1
ENSG00000138777	27068	PPA2
ENSG00000068394	27238	GPKOW
ENSG00000108423	51174	TUBD1
ENSG00000115268	6209	RPS15
ENSG00000117713	8289	ARID1A
ENSG00000179965	51333	ZNF771
ENSG00000206505	3105	HLA-A
ENSG00000254685	8790	FPGT
ENSG00000306747	105373242	LOC105373242
ENSG00000182545	338879	RNASE10
ENSG00000103044	3038	HAS3
ENSG00000144535	129563	DIS3L2
ENSG00000066032	1496	CTNNA2
ENSG00000087074	23645	PPP1R15A
ENSG00000096070	27154	BRPF3
ENSG00000101003	9837	GINS1
ENSG00000293087	388574	RPL23AP87
ENSG00000106028	6742	SSBP1
ENSG00000064651	6558	SLC12A2
ENSG00000175984	163259	DENND2C
ENSG00000105793	85865	GTPBP10
ENSG00000105793	101927446	LOC101927446
ENSG00000127418	53834	FGFRL1
ENSG00000204054	124900275	LOC124900275
ENSG00000105287	25865	PRKD2
ENSG00000104147	11339	OIP5
ENSG00000196976	8270	LAGE3
ENSG00000231663	101927765	COA6-AS1
ENSG00000258659	53840	TRIM34
ENSG00000151693	8853	ASAP2
ENSG00000171453	9533	POLR1C
ENSG00000228624	101927768	HDAC2-AS2
ENSG00000228624	107986638	LOC107986638
ENSG00000238099	645434	LINC01625
ENSG00000107719	27143	PALD1
ENSG00000115226	64838	FNDC4
ENSG00000135929	1593	CYP27A1
ENSG00000223932	7918	GPANK1
ENSG00000187961	339451	KLHL17
ENSG00000101166	51012	PRELID3B
ENSG00000105053	51231	VRK3
ENSG00000141404	2774	GNAL
ENSG00000290008	124904643	LOC124904643
ENSG00000009950	51085	MLXIPL
ENSG00000099899	27037	TRMT2A
ENSG00000113504	10723	SLC12A7
ENSG00000143575	10456	HAX1
ENSG00000170175	1140	CHRNB1
ENSG00000204531	5460	POU5F1
ENSG00000234492	285456	RPL34-DT
ENSG00000263293	653479	MRPL45P2
ENSG00000263293	102724508	EFCAB13-DT
ENSG00000196263	57573	ZNF471
ENSG00000260001	100507588	TGFBR3L
ENSG00000100650	6430	SRSF5
ENSG00000114739	93	ACVR2B
ENSG00000122687	29960	MRM2
ENSG00000154640	10950	BTG3
ENSG00000164022	9255	AIMP1
ENSG00000128271	135	ADORA2A
ENSG00000278839	8293	SERF1A
ENSG00000278839	728492	SERF1B
ENSG00000100991	26133	TRPC4AP
ENSG00000164751	5828	PEX2
ENSG00000230456	780	DDR1
ENSG00000231249	100996539	ITPR1-DT
ENSG00000267248	100996660	LOC100996660
ENSG00000149634	128497	SPATA25
ENSG00000155868	9443	MED7
ENSG00000249614	105377349	LINC02503
ENSG00000114166	8850	KAT2B
ENSG00000176142	55254	TMEM39A
ENSG00000164347	84340	GFM2
ENSG00000183032	89874	SLC25A21
ENSG00000088205	8886	DDX18
ENSG00000285246	4738	NEDD8
ENSG00000113211	56130	PCDHB6
ENSG00000188643	140576	S100A16
ENSG00000116221	51253	MRPL37
ENSG00000125534	79144	PPDPF
ENSG00000135245	29923	HILPDA
ENSG00000172006	115196	ZNF554
ENSG00000204390	3305	HSPA1L
ENSG00000204977	10206	TRIM13
ENSG00000248919	100526740	ATP5MF-PTCD1
ENSG00000050748	5601	MAPK9
ENSG00000092199	3183	HNRNPC
ENSG00000101310	10483	SEC23B
ENSG00000111490	23329	TBC1D30
ENSG00000119328	54942	ABITRAM
ENSG00000122882	11319	ECD
ENSG00000144231	5433	POLR2D
ENSG00000146576	79034	INTS15
ENSG00000153495	121793	TEX29
ENSG00000158008	2134	EXTL1
ENSG00000160410	92799	SHKBP1
ENSG00000177721	389289	ANXA2R
ENSG00000178397	84792	FAM220A
ENSG00000185347	283643	TEDC1
ENSG00000274750	8353	H3C6
ENSG00000279047	101926905	PCDHB1-AS1
ENSG00000284796	80344	DCAF11
ENSG00000181135	286075	ZNF707
ENSG00000181135	101928160	LOC101928160
ENSG00000107201	23586	RIGI
ENSG00000119917	3437	IFIT3
ENSG00000171169	203245	NAIF1
ENSG00000184840	54732	TMED9
ENSG00000115041	30818	KCNIP3
ENSG00000054611	25771	TBC1D22A
ENSG00000011275	54476	RNF216
ENSG00000111186	81029	WNT5B
ENSG00000261992	57459	GATAD2B
ENSG00000274811	81037	CLPTM1L
ENSG00000072778	37	ACADVL
ENSG00000109929	6309	SC5D
ENSG00000123472	64756	ATPAF1
ENSG00000152404	143884	CWF19L2
ENSG00000160321	7757	ZNF208
ENSG00000162825	100288142	NBPF20
ENSG00000164091	80335	WDR82
ENSG00000176623	51115	RMDN1
ENSG00000196812	80345	ZSCAN16
ENSG00000181896	94039	ZNF101
ENSG00000163933	91869	RFT1
ENSG00000164733	1508	CTSB
ENSG00000115363	84141	EVA1A
ENSG00000189223	654433	PAX8-AS1
ENSG00000169679	699	BUB1
ENSG00000178694	63899	NSUN3
ENSG00000236780	644838	LINC01829
ENSG00000290554	221442	ADCY10P1
ENSG00000197021	541578	EOLA2
ENSG00000167272	51367	POP5
ENSG00000122140	51116	MRPS2
ENSG00000180660	4081	MAB21L1
ENSG00000291223	692099	FAM86DP
ENSG00000150401	55208	DCUN1D2
ENSG00000167977	54442	KCTD5
ENSG00000173926	115123	MARCHF3
ENSG00000213694	1903	S1PR3
ENSG00000165695	158067	AK8
ENSG00000037965	3224	HOXC8
ENSG00000081913	23239	PHLPP1
ENSG00000087095	51701	NLK
ENSG00000285517	645485	LOC645485
ENSG00000285517	100287314	LINC00941
ENSG00000243678	4831	NME2
ENSG00000113790	1962	EHHADH
ENSG00000290862	344887	NMRAL2P
ENSG00000164611	9232	PTTG1
ENSG00000251046	100130995	ZNF969P
ENSG00000185046	56899	ANKS1B
ENSG00000274808	414059	TBC1D3B
ENSG00000274808	101060321	TBC1D3G
ENSG00000079459	2222	FDFT1
ENSG00000158169	2176	FANCC
ENSG00000158169	105376156	LOC105376156
ENSG00000069943	9488	PIGB
ENSG00000128463	51234	EMC4
ENSG00000287544	105377557	LOC105377557
ENSG00000156853	115509	ZNF689
ENSG00000274042	647042	GOLGA6L10
ENSG00000283106	148898	ZNF436-AS1
ENSG00000161638	3678	ITGA5
ENSG00000249624	127882475	IFNAR2-IL10RB
ENSG00000261087	115830329	ZNNT1
ENSG00000108786	3292	HSD17B1
ENSG00000164169	90826	PRMT9
ENSG00000165724	116225	ZMYND19
ENSG00000005075	5439	POLR2J
ENSG00000113575	5515	PPP2CA
ENSG00000133997	10001	MED6
ENSG00000144401	151194	METTL21A
ENSG00000167065	150290	DUSP18
ENSG00000261857	8190	MIA
ENSG00000197020	163227	ZNF100
ENSG00000243067	5698	PSMB9
ENSG00000290924	389765	LOC389765
ENSG00000257337	283335	TNS2-AS1
ENSG00000213347	83463	MXD3
ENSG00000141560	79672	FN3KRP
ENSG00000221817	101929145	PPP3CB-AS1
ENSG00000254402	441381	LRRC24
ENSG00000256671	100288695	LIMS4
ENSG00000053438	4826	NNAT
ENSG00000088986	8655	DYNLL1
ENSG00000214021	26140	TTLL3
ENSG00000114737	1154	CISH
ENSG00000229124	100507347	VIM-AS1
ENSG00000004864	10165	SLC25A13
ENSG00000066923	10734	STAG3
ENSG00000088298	55741	EDEM2
ENSG00000088298	111089941	MMP24-AS1-EDEM2
ENSG00000196504	55660	PRPF40A
ENSG00000198586	9874	TLK1
ENSG00000156831	286053	NSMCE2
ENSG00000215421	55628	ZNF407
ENSG00000099381	9739	SETD1A
ENSG00000138378	6775	STAT4
ENSG00000137947	2959	GTF2B
ENSG00000288864	114118903	ARHGAP11A-SCG5
ENSG00000261934	56107	PCDHGA9
ENSG00000160282	10841	FTCD
ENSG00000163785	6259	RYK
ENSG00000102003	6855	SYP
ENSG00000206283	10471	PFDN6
ENSG00000213742	102724826	ZNF337-AS1
ENSG00000047346	56204	ATOSA
ENSG00000116260	5768	QSOX1
ENSG00000291761	4209	MEF2D
ENSG00000060656	10076	PTPRU
ENSG00000185090	149175	MANEAL
ENSG00000163462	80128	TRIM46
ENSG00000102349	11279	KLF8
ENSG00000064102	55726	INTS13
ENSG00000156265	56911	MAP3K7CL
ENSG00000131788	10401	PIAS3
ENSG00000206053	90861	JPT2
ENSG00000140563	55784	MCTP2
ENSG00000236598	80862	POLR1HASP
ENSG00000063241	79763	ISOC2
ENSG00000088538	1795	DOCK3
ENSG00000113108	10307	APBB3
ENSG00000113231	8622	PDE8B
ENSG00000120709	51307	FAM53C
ENSG00000120709	100128966	LOC100128966
ENSG00000129518	55837	EAPP
ENSG00000136450	6426	SRSF1
ENSG00000177738	643977	FLJ32255
ENSG00000177738	648987	ANXA2R-OT1
ENSG00000198160	57708	MIER1
ENSG00000250510	27239	GPR162
ENSG00000100764	5700	PSMC1
ENSG00000118965	57539	WDR35
ENSG00000129460	25983	NGDN
ENSG00000139725	54509	RHOF
ENSG00000171298	2548	GAA
ENSG00000235706	400242	DICER1-AS1
ENSG00000254602	123466203	MIR130AHG
ENSG00000144560	9686	VGLL4
ENSG00000189134	222698	NKAPL
ENSG00000116815	965	CD58
ENSG00000163512	64343	AZI2
ENSG00000203872	206412	C6orf163
ENSG00000226384	2968	GTF2H4
ENSG00000253719	552889	ATXN7L3B
ENSG00000154328	252969	NEIL2
ENSG00000177728	9772	TMEM94
ENSG00000181722	26137	ZBTB20
ENSG00000276077	389831	LOC389831
ENSG00000276077	102724701	LOC102724701
ENSG00000276077	102724951	LINC03105
ENSG00000138115	1558	CYP2C8
ENSG00000069493	29121	CLEC2D
ENSG00000122870	80114	BICC1
ENSG00000165071	137835	TMEM71
ENSG00000175449	317671	RFESD
ENSG00000023191	6050	RNH1
ENSG00000163517	79885	HDAC11
ENSG00000165259	139324	HDX
ENSG00000161547	6427	SRSF2
ENSG00000063176	56848	SPHK2
ENSG00000156858	78994	PRR14
ENSG00000272142	100129461	LYRM4-AS1
ENSG00000292094	127138865	LINC03052
ENSG00000277283	127138862	RAB35-AS1
ENSG00000123131	10549	PRDX4
ENSG00000130540	25830	SULT4A1
ENSG00000184635	81931	ZNF93
ENSG00000186994	256949	KANK3
ENSG00000010803	22955	SCMH1
ENSG00000087088	581	BAX
ENSG00000096872	80173	IFT74
ENSG00000168056	4054	LTBP3
ENSG00000173041	340252	ZNF680
ENSG00000173933	5936	RBM4
ENSG00000196081	440519	ZNF724
ENSG00000234129	121847985	HCCS-DT
ENSG00000243896	401427	OR2A7
ENSG00000244731	720	C4A
ENSG00000244731	110384692	C4A_2
ENSG00000283777	821	CANX
ENSG00000290382	642280	ZNF876P
ENSG00000197054	284390	ZNF763
ENSG00000149932	124446	TMEM219
ENSG00000188931	257177	CFAP126
ENSG00000275464	102724159	LOC102724159
ENSG00000105639	3718	JAK3
ENSG00000273814	100506658	OCLN
ENSG00000018699	55622	TTC27
ENSG00000170786	195814	SDR16C5
ENSG00000206285	8705	B3GALT4
ENSG00000260708	119863861	TBC1D22A-DT
ENSG00000280993	727956	SDHAP2
ENSG00000107036	57589	RIC1
ENSG00000179304	29057	FAM156A
ENSG00000179304	727866	FAM156B
ENSG00000105968	94239	H2AZ2
ENSG00000137462	7097	TLR2
ENSG00000162300	7542	ZFPL1
ENSG00000173465	10534	ZNRD2
ENSG00000175906	379	ARL4D
ENSG00000189050	51136	RNFT1
ENSG00000155304	6782	HSPA13
ENSG00000125740	2354	FOSB
ENSG00000050555	10319	LAMC3
ENSG00000066654	55623	THUMPD1
ENSG00000113569	9631	NUP155
ENSG00000119778	54454	ATAD2B
ENSG00000130699	6874	TAF4
ENSG00000136878	10868	USP20
ENSG00000161618	126133	ALDH16A1
ENSG00000168280	3800	KIF5C
ENSG00000172000	80032	ZNF556
ENSG00000172742	390199	OR4D9
ENSG00000176919	733	C8G
ENSG00000183323	202243	CCDC125
ENSG00000186187	84937	ZNRF1
ENSG00000253103	101927487	LINC01609
ENSG00000258102	643246	MAP1LC3B2
ENSG00000281183	101241892	NPTN-IT1
ENSG00000188897	400499	LOC400499
ENSG00000221953	388759	LINC02897
ENSG00000143126	1952	CELSR2
ENSG00000168802	54921	CHTF8
ENSG00000109920	23360	FNBP4
ENSG00000011132	9546	APBA3
ENSG00000104960	53635	PTOV1
ENSG00000016864	55830	GLT8D1
ENSG00000088543	51161	C3orf18
ENSG00000111644	84519	ACRBP
ENSG00000135338	167691	LCA5
ENSG00000138614	81556	INTS14
ENSG00000145868	81545	FBXO38
ENSG00000159714	29800	ZDHHC1
ENSG00000176994	140775	SMCR8
ENSG00000182771	2894	GRID1
ENSG00000183172	91689	SMDT1
ENSG00000224910	102723617	LINC01766
ENSG00000226754	100507564	MAGOH-DT
ENSG00000233314	6992	PPP1R11
ENSG00000233806	101927289	LINC01237
ENSG00000233806	102723927	LINC01238
ENSG00000236011	7918	GPANK1
ENSG00000236236	7148	TNXB
ENSG00000288109	101928045	LOC101928045
ENSG00000290865	100131998	RRN3P3
ENSG00000158615	84919	PPP1R15B
ENSG00000224687	100302401	RASAL2-AS1
ENSG00000109113	83871	RAB34
ENSG00000185591	6667	SP1
ENSG00000004139	23098	SARM1
ENSG00000013810	10460	TACC3
ENSG00000061918	2983	GUCY1B1
ENSG00000105983	64327	LMBR1
ENSG00000110700	6207	RPS13
ENSG00000115365	10314	LANCL1
ENSG00000126787	9787	DLGAP5
ENSG00000141013	2622	DRC4
ENSG00000141580	56270	WDR45B
ENSG00000151176	196463	PLBD2
ENSG00000168000	26580	BSCL2
ENSG00000172795	167227	DCP2
ENSG00000177679	222183	SRRM3
ENSG00000198870	169436	STKLD1
ENSG00000262454	100129781	MIR193BHG
ENSG00000277594	11056	DDX52
ENSG00000291582	375248	ANKRD36
ENSG00000270231	728841	NBPF8
ENSG00000236924	105375968	LINC02851
ENSG00000277656	2952	GSTT1
ENSG00000275748	51326	ARL17A
ENSG00000275748	100506084	ARL17B
ENSG00000275748	100996709	LOC100996709
ENSG00000069869	4734	NEDD4
ENSG00000075785	7879	RAB7A
ENSG00000151093	54995	OXSM
ENSG00000183161	2188	FANCF
ENSG00000184857	25880	TMEM186
ENSG00000004478	2288	FKBP4
ENSG00000107864	22849	CPEB3
ENSG00000185507	3665	IRF7
ENSG00000139970	6252	RTN1
ENSG00000256268	105369807	LINC02454
ENSG00000166261	7753	ZNF202
ENSG00000179532	144132	DNHD1
ENSG00000101849	6907	TBL1X
ENSG00000164941	55656	INTS8
ENSG00000210151	113219467	MIR12136
ENSG00000066651	60487	TRMT11
ENSG00000073350	3993	LLGL2
ENSG00000084623	8668	EIF3I
ENSG00000100744	51527	GSKIP
ENSG00000115661	8576	STK16
ENSG00000136279	28988	DBNL
ENSG00000140691	79798	ARMC5
ENSG00000152127	4249	MGAT5
ENSG00000178752	151176	ERFE
ENSG00000189410	400745	SH2D5
ENSG00000213928	10379	IRF9
ENSG00000214263	400141	RPSAP53
ENSG00000223485	101929484	LINC01615
ENSG00000223485	101929504	LINC02544
ENSG00000249855	100421796	EEF1A1P19
ENSG00000269994	440173	LINC02893
ENSG00000143207	64326	COP1
ENSG00000226763	100170229	SRRM5
ENSG00000111224	57097	PARP11
ENSG00000122644	10124	ARL4A
ENSG00000227199	93653	ST7-AS1
ENSG00000131849	7691	ZNF132
ENSG00000260807	115804232	CEROX1
ENSG00000290832	442578	STAG3L3
ENSG00000225093	642741	RPL3P7
ENSG00000234196	221527	ZBTB12
ENSG00000278608	256691	MAMDC2
ENSG00000148690	118924	FRA10AC1
ENSG00000237515	729993	SHISA9
